,ticker,name_en,category,sub_category,name_cn
9126,61035,JP#CKH  RC1801A,Callable Bull/Bear Contracts,,長和摩通八一牛A
9127,61036,HS#HSCEIRC1804K,Callable Bull/Bear Contracts,,中企匯豐八四牛K
9128,61037,HS#CSA50RC1807C,Callable Bull/Bear Contracts,,南中匯豐八七牛C
9129,61040,JP#CSA50RC1802A,Callable Bull/Bear Contracts,,南中摩通八二牛A
9130,61048,EA#HKEX RC1807E,Callable Bull/Bear Contracts,,港交東亞八七牛E
9131,61051,EA#GEELYRC1807D,Callable Bull/Bear Contracts,,吉利東亞八七牛D
9132,61052,EA#CMB  RC1807A,Callable Bull/Bear Contracts,,招行東亞八七牛A
9133,61056,JP#HSI  RC1802L,Callable Bull/Bear Contracts,,恒指摩通八二牛L
9134,61061,JP#PINANRC1804A,Callable Bull/Bear Contracts,,平安摩通八四牛A
9135,61064,SG#AG BKRC1808D,Callable Bull/Bear Contracts,,農行法興八八牛D
9136,61066,SG#CCB  RC1808J,Callable Bull/Bear Contracts,,建行法興八八牛J
9137,61068,SG#CMB  RC1812A,Callable Bull/Bear Contracts,,招行法興八乙牛A
9138,61074,HS#GEELYRC1807B,Callable Bull/Bear Contracts,,吉利匯豐八七牛B
9139,61075,HS#PINANRC1808A,Callable Bull/Bear Contracts,,平安匯豐八八牛A
9140,61077,SG#GEELYRC1807E,Callable Bull/Bear Contracts,,吉利法興八七牛E
9141,61078,SG#GEG  RC1802A,Callable Bull/Bear Contracts,,銀河法興八二牛A
9142,61080,SG#GEELYRC1802A,Callable Bull/Bear Contracts,,吉利法興八二牛A
9143,61083,HS#TENCTRC1807L,Callable Bull/Bear Contracts,,騰訊匯豐八七牛L
9144,61089,HS#ICBC RC1808I,Callable Bull/Bear Contracts,,工行匯豐八八牛I
9145,61094,EA#AAC  RC1806A,Callable Bull/Bear Contracts,,瑞聲東亞八六牛A
9146,61095,BP#HSI  RC1808O,Callable Bull/Bear Contracts,,恒指法巴八八牛O
9147,61104,BP#HSI  RC1808P,Callable Bull/Bear Contracts,,恒指法巴八八牛P
9148,61106,HS#CKH  RC1711A,Callable Bull/Bear Contracts,,長和匯豐七甲牛A
9149,61111,UB#PINANRC1801A,Callable Bull/Bear Contracts,,平安瑞銀八一牛A
9150,61112,BP#HSI  RC1808Q,Callable Bull/Bear Contracts,,恒指法巴八八牛Q
9151,61134,JP#GEG  RC1802B,Callable Bull/Bear Contracts,,銀河摩通八二牛B
9152,61142,HS#SANDSRC1805A,Callable Bull/Bear Contracts,,金沙匯豐八五牛A
9153,61148,SG#AIA  RC1806A,Callable Bull/Bear Contracts,,友邦法興八六牛A
9154,61149,CS#GEG  RC1802A,Callable Bull/Bear Contracts,,銀河瑞信八二牛A
9155,61158,JP#ICBC RC1808C,Callable Bull/Bear Contracts,,工行摩通八八牛C
9156,61165,JP#HKEX RC1801J,Callable Bull/Bear Contracts,,港交摩通八一牛J
9157,61166,SG#AIA  RC1809A,Callable Bull/Bear Contracts,,友邦法興八九牛A
9158,61167,SG#BOCHKRC1810C,Callable Bull/Bear Contracts,,中銀法興八十牛C
9159,61168,JP#HSCEIRC1909A,Callable Bull/Bear Contracts,,中企摩通九九牛A
9160,61175,JP#HSI  RC1711S,Callable Bull/Bear Contracts,,恒指摩通七甲牛S
9161,61177,JP#HSI  RC1712P,Callable Bull/Bear Contracts,,恒指摩通七乙牛P
9162,61179,JP#HSI  RC1909G,Callable Bull/Bear Contracts,,恒指摩通九九牛G
9163,61182,SG#GEELYRC1807C,Callable Bull/Bear Contracts,,吉利法興八七牛C
9164,61183,HS#PINANRC1712A,Callable Bull/Bear Contracts,,平安匯豐七乙牛A
9165,61186,UB#HSI  RP1712C,Callable Bull/Bear Contracts,,恒指瑞銀七乙熊C
9166,61189,HS#PINANRC1711A,Callable Bull/Bear Contracts,,平安匯豐七甲牛A
9167,61192,HS#GEG  RC1807B,Callable Bull/Bear Contracts,,銀河匯豐八七牛B
9168,61195,HS#CSA50RC1807A,Callable Bull/Bear Contracts,,南中匯豐八七牛A
9169,61201,HS#CSA50RC1807B,Callable Bull/Bear Contracts,,南中匯豐八七牛B
9170,61203,SG#CSA50RC1802D,Callable Bull/Bear Contracts,,南中法興八二牛D
9171,61205,SG#HS HIRC1802C,Callable Bull/Bear Contracts,,恒H法興八二牛C
9172,61211,JP#HSI  RC1811H,Callable Bull/Bear Contracts,,恒指摩通八甲牛H
9173,61212,JP#HSI  RC1812V,Callable Bull/Bear Contracts,,恒指摩通八乙牛V
9174,61214,JP#PINANRC1803E,Callable Bull/Bear Contracts,,平安摩通八三牛E
9175,61216,CS#PINANRC1802D,Callable Bull/Bear Contracts,,平安瑞信八二牛D
9176,61217,HS#GEELYRC1801B,Callable Bull/Bear Contracts,,吉利匯豐八一牛B
9177,61219,CS#CSA50RC1802A,Callable Bull/Bear Contracts,,南中瑞信八二牛A
9178,61220,UB#HSCEIRP1711B,Callable Bull/Bear Contracts,,中企瑞銀七甲熊B
9179,61222,CS#CSA50RC1801A,Callable Bull/Bear Contracts,,南中瑞信八一牛A
9180,61230,JP#PINANRC1803F,Callable Bull/Bear Contracts,,平安摩通八三牛F
9181,61233,HS#GEG  RC1711C,Callable Bull/Bear Contracts,,銀河匯豐七甲牛C
9182,61241,JP#HSBC RC1712A,Callable Bull/Bear Contracts,,匯豐摩通七乙牛A
9183,61248,SG#HSI  RC1910B,Callable Bull/Bear Contracts,,恒指法興九十牛B
9184,61250,GS#HSI  RC1712U,Callable Bull/Bear Contracts,,恒指高盛七乙牛U
9185,61253,GS#HSI  RP1712G,Callable Bull/Bear Contracts,,恒指高盛七乙熊G
9186,61256,HS#CKA  RC1711A,Callable Bull/Bear Contracts,,長實匯豐七甲牛A
9187,61257,GS#HSI  RP1712H,Callable Bull/Bear Contracts,,恒指高盛七乙熊H
9188,61258,GS#HSI  RP1801A,Callable Bull/Bear Contracts,,恒指高盛八一熊A
9189,61261,SG#HSI  RP1711I,Callable Bull/Bear Contracts,,恒指法興七甲熊I
9190,61263,JP#PINANRC1803A,Callable Bull/Bear Contracts,,平安摩通八三牛A
9191,61266,SG#HSI  RC1911B,Callable Bull/Bear Contracts,,恒指法興九甲牛B
9192,61275,UB#CSA50RC1712A,Callable Bull/Bear Contracts,,南中瑞銀七乙牛A
9193,61277,SG#HSI  RC1911C,Callable Bull/Bear Contracts,,恒指法興九甲牛C
9194,61280,SG#HSI  RP1801H,Callable Bull/Bear Contracts,,恒指法興八一熊H
9195,61285,UB#CSA50RC1801B,Callable Bull/Bear Contracts,,南中瑞銀八一牛B
9196,61292,CS#GEELYRC1711A,Callable Bull/Bear Contracts,,吉利瑞信七甲牛A
9197,61293,CS#HSI  RC1804P,Callable Bull/Bear Contracts,,恒指瑞信八四牛P
9198,61297,CS#HSI  RC1805V,Callable Bull/Bear Contracts,,恒指瑞信八五牛V
9199,61300,EA#GEG  RC1712B,Callable Bull/Bear Contracts,,銀河東亞七乙牛B
9200,61301,SG#AIA  RP1806A,Callable Bull/Bear Contracts,,友邦法興八六熊A
9201,61303,CS#HSI  RC1810D,Callable Bull/Bear Contracts,,恒指瑞信八十牛D
9202,61304,SG#HKEX RP1809B,Callable Bull/Bear Contracts,,港交法興八九熊B
9203,61321,CS#CMB  RC1811B,Callable Bull/Bear Contracts,,招行瑞信八甲牛B
9204,61322,CS#ICBC RC1807A,Callable Bull/Bear Contracts,,工行瑞信八七牛A
9205,61335,CS#HSI  RP1712F,Callable Bull/Bear Contracts,,恒指瑞信七乙熊F
9206,61338,HS#CCB  RC1808B,Callable Bull/Bear Contracts,,建行匯豐八八牛B
9207,61340,SG#C UNIRC1808A,Callable Bull/Bear Contracts,,中聯法興八八牛A
9208,61341,HS#CCB  RP1809A,Callable Bull/Bear Contracts,,建行匯豐八九熊A
9209,61343,HS#PINANRC1805C,Callable Bull/Bear Contracts,,平安匯豐八五牛C
9210,61344,CS#HSI  RP1712L,Callable Bull/Bear Contracts,,恒指瑞信七乙熊L
9211,61345,CS#HSI  RP1801C,Callable Bull/Bear Contracts,,恒指瑞信八一熊C
9212,61350,HS#LENOVRP1805A,Callable Bull/Bear Contracts,,聯想匯豐八五熊A
9213,61351,CS#HSI  RP1801D,Callable Bull/Bear Contracts,,恒指瑞信八一熊D
9214,61361,SG#BOCL RP1711A,Callable Bull/Bear Contracts,,中行法興七甲熊A
9215,61362,SG#HSI  RC1804N,Callable Bull/Bear Contracts,,恒指法興八四牛N
9216,61363,SG#HSI  RC1804O,Callable Bull/Bear Contracts,,恒指法興八四牛O
9217,61375,SG#C UNIRC1803A,Callable Bull/Bear Contracts,,中聯法興八三牛A
9218,61376,SG#PINANRC1803B,Callable Bull/Bear Contracts,,平安法興八三牛B
9219,61377,CS#HSCEIRP1712B,Callable Bull/Bear Contracts,,中企瑞信七乙熊B
9220,61378,CS#AG BKRC1808A,Callable Bull/Bear Contracts,,農行瑞信八八牛A
9221,61380,CS#CCB  RP1803A,Callable Bull/Bear Contracts,,建行瑞信八三熊A
9222,61383,MB#HSI  RC1805D,Callable Bull/Bear Contracts,,恒指麥銀八五牛D
9223,61394,CS#HKEX RC1806M,Callable Bull/Bear Contracts,,港交瑞信八六牛M
9224,61397,CS#BOCL RP1804C,Callable Bull/Bear Contracts,,中行瑞信八四熊C
9225,61401,CS#HKEX RP1806A,Callable Bull/Bear Contracts,,港交瑞信八六熊A
9226,61402,CS#PINANRP1804D,Callable Bull/Bear Contracts,,平安瑞信八四熊D
9227,61417,UB#HSI  RC1711D,Callable Bull/Bear Contracts,,恒指瑞銀七甲牛D
9228,61418,BP#HSI  RP1803Q,Callable Bull/Bear Contracts,,恒指法巴八三熊Q
9229,61419,BP#HSI  RP1803R,Callable Bull/Bear Contracts,,恒指法巴八三熊R
9230,61421,CS#CCB  RC1808C,Callable Bull/Bear Contracts,,建行瑞信八八牛C
9231,61422,CS#HSI  RC1711E,Callable Bull/Bear Contracts,,恒指瑞信七甲牛E
9232,61423,BP#HSI  RP1803S,Callable Bull/Bear Contracts,,恒指法巴八三熊S
9233,61425,SG#HSI  RC1804P,Callable Bull/Bear Contracts,,恒指法興八四牛P
9234,61426,CS#HSCEIRC1803I,Callable Bull/Bear Contracts,,中企瑞信八三牛I
9235,61427,HT#TENCTRC1806E,Callable Bull/Bear Contracts,,騰訊海通八六牛E
9236,61433,GS#HSI  RC1711K,Callable Bull/Bear Contracts,,恒指高盛七甲牛K
9237,61438,HS#CRRC RC1712A,Callable Bull/Bear Contracts,,中車匯豐七乙牛A
9238,61441,GS#HSI  RC1711C,Callable Bull/Bear Contracts,,恒指高盛七甲牛C
9239,61442,HS#CITSERC1712A,Callable Bull/Bear Contracts,,中証匯豐七乙牛A
9240,61444,HT#HSBC RP1802A,Callable Bull/Bear Contracts,,匯豐海通八二熊A
9241,61445,HS#TENCTRC1801C,Callable Bull/Bear Contracts,,騰訊匯豐八一牛C
9242,61446,HS#AG BKRC1807A,Callable Bull/Bear Contracts,,農行匯豐八七牛A
9243,61447,HS#AG BKRC1808A,Callable Bull/Bear Contracts,,農行匯豐八八牛A
9244,61448,HT#HSBC RP1802B,Callable Bull/Bear Contracts,,匯豐海通八二熊B
9245,61461,SG#C OVSRC1802A,Callable Bull/Bear Contracts,,中海法興八二牛A
9246,61462,HS#AIA  RP1810A,Callable Bull/Bear Contracts,,友邦匯豐八十熊A
9247,61463,HS#HKEX RC1807C,Callable Bull/Bear Contracts,,港交匯豐八七牛C
9248,61471,HT#VANKERC1711A,Callable Bull/Bear Contracts,,萬科海通七甲牛A
9249,61474,HT#AAC  RC1711A,Callable Bull/Bear Contracts,,瑞聲海通七甲牛A
9250,61476,HS#LENOVRC1810A,Callable Bull/Bear Contracts,,聯想匯豐八十牛A
9251,61477,HS#CSHENRC1805A,Callable Bull/Bear Contracts,,神華匯豐八五牛A
9252,61478,HT#GEELYRC1711A,Callable Bull/Bear Contracts,,吉利海通七甲牛A
9253,61481,HT#PICC RC1711A,Callable Bull/Bear Contracts,,中險海通七甲牛A
9254,61483,SG#HSCEIRP1802C,Callable Bull/Bear Contracts,,中企法興八二熊C
9255,61486,GS#HSI  RC1711L,Callable Bull/Bear Contracts,,恒指高盛七甲牛L
9256,61492,UB#HSI  RP1802C,Callable Bull/Bear Contracts,,恒指瑞銀八二熊C
9257,61493,HS#HKEX RP1807F,Callable Bull/Bear Contracts,,港交匯豐八七熊F
9258,61497,UB#HSI  RC1904C,Callable Bull/Bear Contracts,,恒指瑞銀九四牛C
9259,61498,UB#HSI  RC1811O,Callable Bull/Bear Contracts,,恒指瑞銀八甲牛O
9260,61500,EA#CKA  RC1711A,Callable Bull/Bear Contracts,,長實東亞七甲牛A
9261,61509,UB#CCB  RC1807C,Callable Bull/Bear Contracts,,建行瑞銀八七牛C
9262,61512,EA#C OVSRC1801A,Callable Bull/Bear Contracts,,中海東亞八一牛A
9263,61514,JP#CSA50RC1801D,Callable Bull/Bear Contracts,,南中摩通八一牛D
9264,61515,UB#ICBC RC1808B,Callable Bull/Bear Contracts,,工行瑞銀八八牛B
9265,61517,HS#AAC  RC1807A,Callable Bull/Bear Contracts,,瑞聲匯豐八七牛A
9266,61519,EA#GEELYRC1801A,Callable Bull/Bear Contracts,,吉利東亞八一牛A
9267,61522,EA#HSBC RC1801A,Callable Bull/Bear Contracts,,匯豐東亞八一牛A
9268,61523,EA#HKEX RC1712A,Callable Bull/Bear Contracts,,港交東亞七乙牛A
9269,61524,EA#TENCTRC1801A,Callable Bull/Bear Contracts,,騰訊東亞八一牛A
9270,61534,GS#HSI  RC1811S,Callable Bull/Bear Contracts,,恒指高盛八甲牛S
9271,61540,SG#PETCHRC1802A,Callable Bull/Bear Contracts,,中油法興八二牛A
9272,61548,GS#HSI  RC1711M,Callable Bull/Bear Contracts,,恒指高盛七甲牛M
9273,61553,MB#CCB  RC1807A,Callable Bull/Bear Contracts,,建行麥銀八七牛A
9274,61557,GS#HSI  RC1811T,Callable Bull/Bear Contracts,,恒指高盛八甲牛T
9275,61559,SG#GEELYRC1803A,Callable Bull/Bear Contracts,,吉利法興八三牛A
9276,61564,GS#TENCTRC1802F,Callable Bull/Bear Contracts,,騰訊高盛八二牛F
9277,61570,CS#HSI  RC1712G,Callable Bull/Bear Contracts,,恒指瑞信七乙牛G
9278,61571,SG#HSI  RC1804Q,Callable Bull/Bear Contracts,,恒指法興八四牛Q
9279,61573,SG#CLIFERC1805H,Callable Bull/Bear Contracts,,中壽法興八五牛H
9280,61574,SG#HKEX RC1807E,Callable Bull/Bear Contracts,,港交法興八七牛E
9281,61579,HS#GEELYRC1805A,Callable Bull/Bear Contracts,,吉利匯豐八五牛A
9282,61580,HS#GW MCRC1807B,Callable Bull/Bear Contracts,,長汽匯豐八七牛B
9283,61588,JP#PICC RC1801A,Callable Bull/Bear Contracts,,中險摩通八一牛A
9284,61591,JP#PICC RC1802A,Callable Bull/Bear Contracts,,中險摩通八二牛A
9285,61592,SG#ICBC RC1809B,Callable Bull/Bear Contracts,,工行法興八九牛B
9286,61593,JP#VANKERC1712A,Callable Bull/Bear Contracts,,萬科摩通七乙牛A
9287,61594,SG#GEG  RC1803B,Callable Bull/Bear Contracts,,銀河法興八三牛B
9288,61599,HT#HSI  RC1804A,Callable Bull/Bear Contracts,,恒指海通八四牛A
9289,61600,SG#GEELYRC1802B,Callable Bull/Bear Contracts,,吉利法興八二牛B
9290,61602,HT#HSI  RC1804B,Callable Bull/Bear Contracts,,恒指海通八四牛B
9291,61606,SG#CSA50RC1806B,Callable Bull/Bear Contracts,,南中法興八六牛B
9292,61609,GS#PINANRC1804A,Callable Bull/Bear Contracts,,平安高盛八四牛A
9293,61610,CS#HSI  RC1711U,Callable Bull/Bear Contracts,,恒指瑞信七甲牛U
9294,61612,HT#HSI  RC1712M,Callable Bull/Bear Contracts,,恒指海通七乙牛M
9295,61615,GS#PINANRC1804B,Callable Bull/Bear Contracts,,平安高盛八四牛B
9296,61617,HT#HSI  RC1711H,Callable Bull/Bear Contracts,,恒指海通七甲牛H
9297,61618,MB#HSI  RC1808A,Callable Bull/Bear Contracts,,恒指麥銀八八牛A
9298,61619,HS#AAC  RC1804A,Callable Bull/Bear Contracts,,瑞聲匯豐八四牛A
9299,61620,MB#HSI  RC1808B,Callable Bull/Bear Contracts,,恒指麥銀八八牛B
9300,61622,GS#CLIFERC1804A,Callable Bull/Bear Contracts,,中壽高盛八四牛A
9301,61624,HS#LENOVRP1804A,Callable Bull/Bear Contracts,,聯想匯豐八四熊A
9302,61625,GS#CLIFERC1804B,Callable Bull/Bear Contracts,,中壽高盛八四牛B
9303,61629,HS#TENCTRC1801D,Callable Bull/Bear Contracts,,騰訊匯豐八一牛D
9304,61632,BP#CSA50RC1801A,Callable Bull/Bear Contracts,,南中法巴八一牛A
9305,61633,BP#HS HIRC1801A,Callable Bull/Bear Contracts,,恒H法巴八一牛A
9306,61638,MB#HSI  RC1808C,Callable Bull/Bear Contracts,,恒指麥銀八八牛C
9307,61639,MB#HSI  RC1808D,Callable Bull/Bear Contracts,,恒指麥銀八八牛D
9308,61640,MB#HSI  RC1808E,Callable Bull/Bear Contracts,,恒指麥銀八八牛E
9309,61642,CS#PICC RC1712A,Callable Bull/Bear Contracts,,中險瑞信七乙牛A
9310,61643,CS#PICC RC1712B,Callable Bull/Bear Contracts,,中險瑞信七乙牛B
9311,61646,HS#HSCEIRP1808A,Callable Bull/Bear Contracts,,中企匯豐八八熊A
9312,61647,HS#GEELYRC1804C,Callable Bull/Bear Contracts,,吉利匯豐八四牛C
9313,61648,CS#PICC RC1712C,Callable Bull/Bear Contracts,,中險瑞信七乙牛C
9314,61654,CS#HSI  RC1711B,Callable Bull/Bear Contracts,,恒指瑞信七甲牛B
9315,61656,HS#CLP  RC1712A,Callable Bull/Bear Contracts,,中電匯豐七乙牛A
9316,61660,HS#GEG  RC1807C,Callable Bull/Bear Contracts,,銀河匯豐八七牛C
9317,61667,BP#HSI  RP1803B,Callable Bull/Bear Contracts,,恒指法巴八三熊B
9318,61668,EA#PINANRC1804C,Callable Bull/Bear Contracts,,平安東亞八四牛C
9319,61670,EA#GEG  RC1804B,Callable Bull/Bear Contracts,,銀河東亞八四牛B
9320,61673,BP#HSI  RP1803C,Callable Bull/Bear Contracts,,恒指法巴八三熊C
9321,61676,UB#HSI  RP1712D,Callable Bull/Bear Contracts,,恒指瑞銀七乙熊D
9322,61678,BP#HSI  RP1803E,Callable Bull/Bear Contracts,,恒指法巴八三熊E
9323,61680,BP#HSI  RP1803I,Callable Bull/Bear Contracts,,恒指法巴八三熊I
9324,61686,BP#HSI  RP1803J,Callable Bull/Bear Contracts,,恒指法巴八三熊J
9325,61687,UB#HSI  RP1712E,Callable Bull/Bear Contracts,,恒指瑞銀七乙熊E
9326,61688,CS#GEELYRC1801D,Callable Bull/Bear Contracts,,吉利瑞信八一牛D
9327,61694,BP#HSCEIRC1808Y,Callable Bull/Bear Contracts,,中企法巴八八牛Y
9328,61695,UB#HSI  RP1712F,Callable Bull/Bear Contracts,,恒指瑞銀七乙熊F
9329,61697,UB#HSI  RP1801A,Callable Bull/Bear Contracts,,恒指瑞銀八一熊A
9330,61698,BP#HSCEIRC1808Z,Callable Bull/Bear Contracts,,中企法巴八八牛Z
9331,61700,BP#TENCTRC1808I,Callable Bull/Bear Contracts,,騰訊法巴八八牛I
9332,61704,UB#CCB  RC1808B,Callable Bull/Bear Contracts,,建行瑞銀八八牛B
9333,61706,UB#PINANRC1810A,Callable Bull/Bear Contracts,,平安瑞銀八十牛A
9334,61713,UB#HKEX RP1803B,Callable Bull/Bear Contracts,,港交瑞銀八三熊B
9335,61717,HT#CCB  RC1809A,Callable Bull/Bear Contracts,,建行海通八九牛A
9336,61718,HT#ICBC RC1809A,Callable Bull/Bear Contracts,,工行海通八九牛A
9337,61721,HT#GEELYRC1809A,Callable Bull/Bear Contracts,,吉利海通八九牛A
9338,61734,SG#HSI  RC1804R,Callable Bull/Bear Contracts,,恒指法興八四牛R
9339,61738,GS#CSA50RC1802A,Callable Bull/Bear Contracts,,南中高盛八二牛A
9340,61739,HS#GEELYRC1807C,Callable Bull/Bear Contracts,,吉利匯豐八七牛C
9341,61743,HS#HKEX RC1807D,Callable Bull/Bear Contracts,,港交匯豐八七牛D
9342,61755,HS#BOCL RP1809A,Callable Bull/Bear Contracts,,中行匯豐八九熊A
9343,61762,JP#HSCEIRP1804D,Callable Bull/Bear Contracts,,中企摩通八四熊D
9344,61763,GS#CSA50RC1802B,Callable Bull/Bear Contracts,,南中高盛八二牛B
9345,61764,HT#AG BKRC1809A,Callable Bull/Bear Contracts,,農行海通八九牛A
9346,61766,GS#HSI  RC1711N,Callable Bull/Bear Contracts,,恒指高盛七甲牛N
9347,61768,SG#GEELYRC1804A,Callable Bull/Bear Contracts,,吉利法興八四牛A
9348,61772,SG#HKEX RC1803C,Callable Bull/Bear Contracts,,港交法興八三牛C
9349,61774,JP#HSI  RP1801Y,Callable Bull/Bear Contracts,,恒指摩通八一熊Y
9350,61776,JP#HSI  RP1802N,Callable Bull/Bear Contracts,,恒指摩通八二熊N
9351,61778,HS#HSI  RC1807T,Callable Bull/Bear Contracts,,恒指匯豐八七牛T
9352,61779,HS#HSI  RP1804S,Callable Bull/Bear Contracts,,恒指匯豐八四熊S
9353,61781,HS#HSCEIRC1804L,Callable Bull/Bear Contracts,,中企匯豐八四牛L
9354,61786,CS#HSI  RC1711V,Callable Bull/Bear Contracts,,恒指瑞信七甲牛V
9355,61789,JP#HSI  RP1802O,Callable Bull/Bear Contracts,,恒指摩通八二熊O
9356,61795,CS#GEG  RC1806A,Callable Bull/Bear Contracts,,銀河瑞信八六牛A
9357,61799,HS#ICBC RC1809A,Callable Bull/Bear Contracts,,工行匯豐八九牛A
9358,61800,UB#HKEX RC1712B,Callable Bull/Bear Contracts,,港交瑞銀七乙牛B
9359,61802,HS#CCB  RC1809A,Callable Bull/Bear Contracts,,建行匯豐八九牛A
9360,61803,HS#HKEX RC1712G,Callable Bull/Bear Contracts,,港交匯豐七乙牛G
9361,61807,CS#GEG  RP1806A,Callable Bull/Bear Contracts,,銀河瑞信八六熊A
9362,61808,HS#CNOOCRP1807B,Callable Bull/Bear Contracts,,海油匯豐八七熊B
9363,61814,CS#GEELYRC1803B,Callable Bull/Bear Contracts,,吉利瑞信八三牛B
9364,61817,HS#GEELYRP1807B,Callable Bull/Bear Contracts,,吉利匯豐八七熊B
9365,61819,EA#TENCTRC1808A,Callable Bull/Bear Contracts,,騰訊東亞八八牛A
9366,61823,CS#GEELYRC1802A,Callable Bull/Bear Contracts,,吉利瑞信八二牛A
9367,61833,HS#HSI  RC1712E,Callable Bull/Bear Contracts,,恒指匯豐七乙牛E
9368,61834,EA#ICBC RC1808A,Callable Bull/Bear Contracts,,工行東亞八八牛A
9369,61836,EA#CCB  RC1808B,Callable Bull/Bear Contracts,,建行東亞八八牛B
9370,61837,CS#HKEX RP1803F,Callable Bull/Bear Contracts,,港交瑞信八三熊F
9371,61842,GS#HSI  RC1812M,Callable Bull/Bear Contracts,,恒指高盛八乙牛M
9372,61847,GS#HSI  RC1812N,Callable Bull/Bear Contracts,,恒指高盛八乙牛N
9373,61849,GS#TENCTRC1803J,Callable Bull/Bear Contracts,,騰訊高盛八三牛J
9374,61857,GS#HKEX RC1803B,Callable Bull/Bear Contracts,,港交高盛八三牛B
9375,61860,SG#GEELYRC1804B,Callable Bull/Bear Contracts,,吉利法興八四牛B
9376,61864,HS#AG BKRP1808A,Callable Bull/Bear Contracts,,農行匯豐八八熊A
9377,61865,CS#SUNY RC1803A,Callable Bull/Bear Contracts,,舜光瑞信八三牛A
9378,61873,SG#ICBC RC1810A,Callable Bull/Bear Contracts,,工行法興八十牛A
9379,61874,SG#TENCTRC1806H,Callable Bull/Bear Contracts,,騰訊法興八六牛H
9380,61878,MB#HSI  RC1804A,Callable Bull/Bear Contracts,,恒指麥銀八四牛A
9381,61880,MB#HSI  RC1804B,Callable Bull/Bear Contracts,,恒指麥銀八四牛B
9382,61881,EA#AG BKRC1806A,Callable Bull/Bear Contracts,,農行東亞八六牛A
9383,61887,HS#GEELYRC1807D,Callable Bull/Bear Contracts,,吉利匯豐八七牛D
9384,61890,EA#PICC RC1801A,Callable Bull/Bear Contracts,,中險東亞八一牛A
9385,61895,HT#TENCTRC1806B,Callable Bull/Bear Contracts,,騰訊海通八六牛B
9386,61896,HT#HKEX RC1806A,Callable Bull/Bear Contracts,,港交海通八六牛A
9387,61901,EA#PICC RC1806A,Callable Bull/Bear Contracts,,中險東亞八六牛A
9388,61902,HT#GEELYRC1806A,Callable Bull/Bear Contracts,,吉利海通八六牛A
9389,61904,HT#GEG  RC1806A,Callable Bull/Bear Contracts,,銀河海通八六牛A
9390,61910,EA#TENCTRC1801E,Callable Bull/Bear Contracts,,騰訊東亞八一牛E
9391,61911,EA#TENCTRC1804M,Callable Bull/Bear Contracts,,騰訊東亞八四牛M
9392,61913,EA#CSHENRC1804A,Callable Bull/Bear Contracts,,神華東亞八四牛A
9393,61914,GS#HSI  RP1712L,Callable Bull/Bear Contracts,,恒指高盛七乙熊L
9394,61916,GS#HSI  RP1712M,Callable Bull/Bear Contracts,,恒指高盛七乙熊M
9395,61917,GS#HSI  RP1712N,Callable Bull/Bear Contracts,,恒指高盛七乙熊N
9396,61918,GS#HSI  RP1801B,Callable Bull/Bear Contracts,,恒指高盛八一熊B
9397,61922,BP#CSA50RC1712A,Callable Bull/Bear Contracts,,南中法巴七乙牛A
9398,61923,BP#FTA50RC1712C,Callable Bull/Bear Contracts,,A中法巴七乙牛C
9399,61928,BP#TENCTRC1712C,Callable Bull/Bear Contracts,,騰訊法巴七乙牛C
9400,61929,BP#PINANRC1712A,Callable Bull/Bear Contracts,,平安法巴七乙牛A
9401,61931,BP#HSCEIRC1711C,Callable Bull/Bear Contracts,,中企法巴七甲牛C
9402,61932,BP#HSCEIRC1712C,Callable Bull/Bear Contracts,,中企法巴七乙牛C
9403,61933,BP#HSCEIRC1711D,Callable Bull/Bear Contracts,,中企法巴七甲牛D
9404,61934,GS#HSI  RP1801C,Callable Bull/Bear Contracts,,恒指高盛八一熊C
9405,61940,CS#HKEX RC1803A,Callable Bull/Bear Contracts,,港交瑞信八三牛A
9406,61943,CS#HSI  RP1711W,Callable Bull/Bear Contracts,,恒指瑞信七甲熊W
9407,61944,CS#HSI  RP1711G,Callable Bull/Bear Contracts,,恒指瑞信七甲熊G
9408,61945,CS#HSI  RP1801F,Callable Bull/Bear Contracts,,恒指瑞信八一熊F
9409,61949,UB#HSI  RP1802E,Callable Bull/Bear Contracts,,恒指瑞銀八二熊E
9410,61950,UB#HSI  RP1802F,Callable Bull/Bear Contracts,,恒指瑞銀八二熊F
9411,61951,UB#HKEX RC1711E,Callable Bull/Bear Contracts,,港交瑞銀七甲牛E
9412,61955,UB#HSI  RP1802G,Callable Bull/Bear Contracts,,恒指瑞銀八二熊G
9413,61957,UB#HSI  RP1802H,Callable Bull/Bear Contracts,,恒指瑞銀八二熊H
9414,61963,HS#AAC  RC1808B,Callable Bull/Bear Contracts,,瑞聲匯豐八八牛B
9415,61965,HS#SUNY RC1808B,Callable Bull/Bear Contracts,,舜光匯豐八八牛B
9416,61967,HS#SHK PRC1806A,Callable Bull/Bear Contracts,,新地匯豐八六牛A
9417,61970,JP#GEG  RC1801C,Callable Bull/Bear Contracts,,銀河摩通八一牛C
9418,61971,UB#HSI  RP1802I,Callable Bull/Bear Contracts,,恒指瑞銀八二熊I
9419,61973,HS#CMB  RC1808B,Callable Bull/Bear Contracts,,招行匯豐八八牛B
9420,61982,SG#TENCTRC1712K,Callable Bull/Bear Contracts,,騰訊法興七乙牛K
